,id,original_language,title,popularity,release_date,vote_average,vote_count
0,278,en,The Shawshank Redemption,6.81,1994-09-23,8.7,27881
1,238,en,The Godfather,5.445,1972-03-14,8.7,21146
2,240,en,The Godfather Part II,4.983,1974-12-20,8.57,12767
3,424,en,Schindler's List,4.712,1993-12-15,8.567,16218
4,1356039,es,Counterattack,9.495,2025-02-27,8.567,418
5,389,en,12 Angry Men,5.203,1957-04-10,8.5,8954
6,129,ja,Spirited Away,5.483,2001-07-20,8.5,16908
7,19404,hi,Dilwale Dulhania Le Jayenge,3.609,1995-10-20,8.5,4467
8,155,en,The Dark Knight,5.468,2008-07-16,8.519,33537
9,497,en,The Green Mile,5.157,1999-12-10,8.505,17890
10,496243,ko,Parasite,4.991,2019-05-30,8.5,18783
11,680,en,Pulp Fiction,6.175,1994-09-10,8.5,28424
12,372058,ja,Your Name.,4.37,2016-08-26,8.486,11641
13,122,en,The Lord of the Rings: The Return of the King,6.057,2003-12-17,8.481,24791
14,13,en,Forrest Gump,4.991,1994-06-23,8.468,27949
15,429,it,"The Good, the Bad and the Ugly",4.896,1966-12-22,8.463,8855
16,346,ja,Seven Samurai,3.789,1954-04-26,8.5,3819
17,769,en,GoodFellas,4.139,1990-09-12,8.457,13173
18,157336,en,Interstellar,7.424,2014-11-05,8.452,36698
19,12477,ja,Grave of the Fireflies,0.005,1988-04-16,8.451,5775
20,637,it,Life Is Beautiful,4.356,1997-12-20,8.446,13237
21,550,en,Fight Club,5.792,1999-10-15,8.438,29964
22,11216,it,Cinema Paradiso,3.569,1988-11-17,8.437,4476
23,598,pt,City of God,4.372,2002-08-30,8.426,7542
24,539,en,Psycho,4.053,1960-06-22,8.423,10250
25,667257,es,Impossible Things,3.582,2021-06-17,8.4,398
26,120,en,The Lord of the Rings: The Fellowship of the Ring,5.427,2001-12-18,8.4,25707
27,311,en,Once Upon a Time in America,3.858,1984-05-23,8.415,5520
28,510,en,One Flew Over the Cuckoo's Nest,4.897,1975-11-19,8.414,10649
29,696374,en,Gabriel's Inferno,1.627,2020-05-29,8.413,2416
30,14537,ja,Harakiri,3.82,1962-09-15,8.4,1043
31,40096,pt,A Dog's Will,3.781,2000-09-15,8.411,1141
32,121,en,The Lord of the Rings: The Two Towers,5.991,2002-12-18,8.401,22325
33,4935,ja,Howl's Moving Castle,4.955,2004-09-09,8.398,10149
34,324857,en,Spider-Man: Into the Spider-Verse,3.918,2018-12-06,8.4,15961
35,1891,en,The Empire Strikes Back,3.603,1980-05-20,8.39,17240
36,704264,en,Primal: Tales of Savagery,3.59,2019-11-21,8.387,328
37,1058694,es,Radical,3.576,2023-10-19,8.384,444
38,724089,en,Gabriel's Inferno: Part II,1.627,2020-07-31,8.383,1518
39,378064,ja,A Silent Voice: The Movie,4.548,2016-09-17,8.4,4049
40,770156,en,Lucy Shimmers and the Prince of Peace,3.549,2020-10-19,8.38,300
41,761053,en,Gabriel's Inferno: Part III,3.542,2020-11-19,8.378,1057
42,255709,ko,Hope,3.534,2013-10-02,8.4,757
43,423,en,The Pianist,4.458,2002-09-17,8.379,9384
44,244786,en,Whiplash,7.977,2014-10-10,8.4,15454
45,807,en,Se7en,4.493,1995-09-22,8.373,21478
46,27205,en,Inception,6.329,2010-07-15,8.369,37169
47,620249,zh,The Legend of Hei,3.54,2019-08-27,8.4,379
48,567,en,Rear Window,3.611,1954-08-01,8.3,6610
49,569094,en,Spider-Man: Across the Spider-Verse,4.787,2023-05-31,8.3,7377
50,274,en,The Silence of the Lambs,1.035,1991-02-14,8.345,16626
51,372754,ja,Dou kyu sei – Classmates,3.573,2016-02-20,8.341,399
52,12493,ja,High and Low,3.532,1963-03-01,8.3,952
53,73,en,American History X,4.389,1998-07-01,8.339,11752
54,1184918,en,The Wild Robot,8.42,2024-09-12,8.336,4520
55,128,ja,Princess Mononoke,4.408,1997-07-12,8.336,8202
56,820067,ja,The Quintessential Quintuplets Movie,3.551,2022-05-20,8.3,405
57,105,en,Back to the Future,5.18,1985-07-03,8.317,20323
58,15804,zh,A Brighter Summer Day,3.53,1991-07-27,8.3,333
59,3782,ja,Ikiru,3.533,1952-10-09,8.3,1180
60,644479,es,Dedicated to my ex,3.54,2019-11-01,8.3,503
61,207,en,Dead Poets Society,4.903,1989-06-02,8.303,11529
62,101,fr,Léon: The Professional,4.928,1994-09-14,8.302,15056
63,10494,ja,Perfect Blue,3.865,1998-02-28,8.3,2747
64,914,en,The Great Dictator,3.576,1940-10-15,8.3,3423
65,652837,ja,"Josee, the Tiger and the Fish",3.583,2020-12-25,8.301,489
66,823219,lv,Flow,22.528,2024-08-29,8.29,1503
67,599,en,Sunset Boulevard,3.607,1950-08-10,8.3,2640
68,1139087,en,Once Upon a Studio,3.572,2023-09-24,8.292,366
69,92321,ja,Hotarubi no Mori e,0.003,2011-09-17,8.3,1126
70,632632,ja,Given,3.542,2020-08-22,8.3,394
71,335,it,Once Upon a Time in the West,3.848,1968-12-21,8.284,4453
72,3082,en,Modern Times,3.537,1936-02-05,8.282,3749
73,568332,en,Taylor Swift: Reputation Stadium Tour,3.538,2018-12-31,8.3,398
74,42269,it,We All Loved Each Other So Much,3.78,1974-12-21,8.28,577
75,18491,ja,Neon Genesis Evangelion: The End of Evangelion,3.576,1997-07-19,8.276,1655
76,77338,fr,The Intouchables,4.847,2011-11-02,8.274,17475
77,28,en,Apocalypse Now,4.882,1979-05-19,8.273,8395
78,1585,en,It's a Wonderful Life,3.544,1946-12-20,8.3,4446
79,901,en,City Lights,3.574,1931-02-06,8.272,2219
80,975,en,Paths of Glory,3.539,1957-10-25,8.261,2984
81,637920,tr,Miracle in Cell No. 7,3.547,2019-10-10,8.257,4438
82,533514,ja,Violet Evergarden: The Movie,3.793,2020-09-18,8.257,428
83,8587,en,The Lion King,4.488,1994-06-15,8.255,18606
84,10376,it,The Legend of 1900,3.781,1998-10-28,8.254,2285
85,29259,fr,Le Trou,3.569,1960-03-18,8.3,493
86,670,ko,Oldboy,4.915,2003-11-21,8.3,8886
87,630566,en,Clouds,3.548,2020-10-09,8.2,1012
88,995133,en,"The Boy, the Mole, the Fox and the Horse",3.808,2022-12-25,8.246,609
89,572154,ja,Rascal Does Not Dream of a Dreaming Girl,3.54,2019-06-15,8.246,530
90,1160164,en,TAYLOR SWIFT | THE ERAS TOUR,3.579,2023-10-13,8.2,436
91,447362,en,Life in a Year,3.549,2020-11-27,8.2,1899
92,508965,en,Klaus,4.086,2019-11-08,8.242,4207
93,527641,en,Five Feet Apart,3.842,2019-03-14,8.24,5690
94,504253,ja,I Want to Eat Your Pancreas,4.076,2018-09-01,8.24,1591
95,299534,en,Avengers: Endgame,3.058,2019-04-24,8.239,26112
96,25237,ru,Come and See,3.538,1985-10-17,8.238,1556
97,299536,en,Avengers: Infinity War,6.016,2018-04-25,8.236,30288
98,490132,en,Green Book,4.617,2018-11-16,8.235,11867
99,265177,fr,Mommy,3.572,2014-09-19,8.234,2740
100,283566,ja,Evangelion: 3.0+1.0 Thrice Upon a Time,3.583,2021-03-08,8.2,830
101,654299,es,Out of the Clear Blue Sky,3.54,2019-12-24,8.232,353
102,110420,ja,Wolf Children,3.784,2012-07-21,8.225,2308
103,24188,it,Il Sorpasso,3.568,1962-12-05,8.2,776
104,603,en,The Matrix,6.083,1999-03-31,8.223,26139
105,16672,ja,Woman in the Dunes,3.531,1964-02-15,8.2,462
106,618344,en,Justice League Dark: Apokolips War,3.541,2020-05-05,8.2,1479
107,315162,en,Puss in Boots: The Last Wish,4.177,2022-12-07,8.218,8047
108,857,en,Saving Private Ryan,5.155,1998-07-24,8.218,16111
109,98,en,Gladiator,5.559,2000-05-04,8.218,19453
110,441130,en,Wolfwalkers,4.044,2020-10-26,8.216,1226
111,16869,en,Inglourious Basterds,5.277,2009-08-02,8.215,22634
112,37257,en,Witness for the Prosecution,3.531,1957-12-17,8.209,1449
113,694,en,The Shining,5.496,1980-05-23,8.211,17771
114,290098,ko,The Handmaiden,4.082,2016-06-01,8.2,3851
115,50014,en,The Help,4.055,2011-08-09,8.2,8445
116,635302,ja,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,4.323,2020-10-16,8.2,4030
117,354912,en,Coco,4.832,2017-10-27,8.205,19805
118,1124,en,The Prestige,5.398,2006-10-17,8.202,16350
119,11,en,Star Wars,5.46,1977-05-25,8.202,20949
120,522924,en,The Art of Racing in the Rain,3.795,2019-08-08,8.202,1512
121,11324,en,Shutter Island,4.65,2010-02-14,8.201,24307
122,620683,pt,My Mom Is a Character 3,3.578,2019-12-26,8.195,477
123,324786,en,Hacksaw Ridge,4.074,2016-10-07,8.2,13963
124,476292,ja,Maquia: When the Promised Flower Blooms,3.824,2018-02-24,8.2,640
125,92060,en,Michael Jackson's Thriller,3.53,1983-11-14,8.2,697
126,284,en,The Apartment,3.575,1960-06-21,8.2,2385
127,313106,en,Doctor Who: The Day of the Doctor,3.533,2013-11-23,8.2,750
128,185,en,A Clockwork Orange,4.433,1971-12-19,8.187,13051
129,829402,en,Ultraman: Rising,3.615,2024-06-14,8.2,312
130,490,sv,The Seventh Seal,3.788,1957-02-16,8.185,3051
131,361743,en,Top Gun: Maverick,5.099,2022-05-21,8.184,9637
132,5156,it,Bicycle Thieves,3.568,1948-07-21,8.184,2458
133,68718,en,Django Unchained,5.231,2012-12-25,8.182,26556
134,851644,ko,20th Century Girl,3.621,2022-10-06,8.181,721
135,77,en,Memento,5.186,2000-10-11,8.177,15128
136,18148,ja,Tokyo Story,3.57,1953-11-03,8.2,1091
137,629,en,The Usual Suspects,4.359,1995-07-19,8.175,10574
138,26451,it,Investigation of a Citizen Above Suspicion,3.53,1970-10-16,8.2,802
139,20941,es,Innocent Voices,3.536,2005-01-28,8.168,495
140,797,sv,Persona,3.82,1966-10-18,8.2,2200
141,610892,ja,Violet Evergarden: Eternity and the Auto Memory Doll,3.54,2019-09-06,8.163,384
142,556574,en,Hamilton,4.048,2020-07-03,8.2,1458
143,592350,ja,My Hero Academia: Heroes Rising,3.792,2019-12-20,8.2,1181
144,10098,en,The Kid,3.532,1921-01-21,8.162,2144
145,426,en,Vertigo,3.785,1958-05-28,8.162,5836
146,348,en,Alien,4.466,1979-05-25,8.161,15097
147,111,en,Scarface,4.182,1983-12-09,8.161,12068
148,1422,en,The Departed,4.501,2006-10-04,8.159,15157
149,489,en,Good Will Hunting,4.66,1997-12-05,8.159,12644
150,289,en,Casablanca,4.073,1943-01-15,8.157,5551
151,517814,ar,Capernaum,3.582,2018-09-20,8.153,1753
152,537061,en,Steven Universe: The Movie,3.547,2019-10-07,8.2,791
153,693134,en,Dune: Part Two,6.356,2024-02-27,8.1,6407
154,399106,en,Piper,4.323,2016-06-16,8.147,1649
155,37165,en,The Truman Show,4.397,1998-06-04,8.145,18676
156,606856,en,Togo,3.834,2019-12-20,8.144,2064
157,872,en,Singin' in the Rain,4.075,1952-04-09,8.142,3197
158,1026227,it,There's Still Tomorrow,4.352,2023-10-26,8.144,1332
159,20914,it,My Friends,3.567,1975-10-24,8.141,704
160,810693,ja,Jujutsu Kaisen 0,3.803,2021-12-24,8.139,1457
161,475557,en,Joker,5.399,2019-10-01,8.139,26207
162,422,it,8½,3.783,1963-02-14,8.137,2318
163,81481,ko,Silenced,3.571,2011-09-22,8.1,661
164,20334,en,The Shop Around the Corner,3.531,1940-01-12,8.135,741
165,103,en,Taxi Driver,5.385,1976-02-09,8.134,12490
166,133919,sv,Scenes from a Marriage,3.53,1974-09-15,8.1,357
167,575813,zh,Better Days,3.542,2019-10-25,8.124,476
168,791373,en,Zack Snyder's Justice League,4.837,2021-03-18,8.127,10144
169,9702,en,Bound by Honor,3.531,1993-02-05,8.128,1398
170,666,pt,Central Station,3.783,1998-04-03,8.129,939
171,600,en,Full Metal Jacket,4.655,1987-06-26,8.125,10694
172,406997,en,Wonder,4.556,2017-11-13,8.124,7935
173,1398,ru,Stalker,3.784,1979-05-25,8.124,2236
174,614,sv,Wild Strawberries,3.531,1957-08-28,8.123,1662
175,398818,en,Call Me by Your Name,4.887,2017-07-28,8.121,12228
176,280,en,Terminator 2: Judgment Day,5.184,1991-07-03,8.121,13150
177,500,en,Reservoir Dogs,4.184,1992-09-02,8.12,14495
178,3780,ja,Red Beard,3.787,1965-04-03,8.119,373
179,935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,4.294,1964-01-29,8.116,5716
180,600354,en,The Father,5.057,2020-12-23,8.116,3269
181,531428,fr,Portrait of a Lady on Fire,4.049,2019-09-18,8.114,2638
182,996,en,Double Indemnity,3.536,1944-07-06,8.1,1836
183,100,en,"Lock, Stock and Two Smoking Barrels",1.895,1998-08-28,8.1,6698
184,508442,en,Soul,4.651,2020-12-25,8.112,10665
185,55823,it,The Great War,3.531,1959-10-28,8.1,345
186,19,de,Metropolis,3.532,1927-02-06,8.1,2821
187,795607,zh,Green Snake,3.546,2021-07-23,8.1,316
188,458220,en,Palmer,3.561,2021-01-28,8.1,1664
189,38288,it,"“The Shorts” by Aldo, Giovanni and Giacomo",3.53,1996-03-29,8.1,349
190,470044,en,The Hate U Give,3.539,2018-10-19,8.105,2141
191,664767,en,Mortal Kombat Legends: Scorpion's Revenge,3.548,2020-04-12,8.1,1388
192,411088,es,The Invisible Guest,3.58,2017-01-06,8.103,4613
193,843,cn,In the Mood for Love,3.702,2000-09-29,8.103,2859
194,20532,ja,Sansho the Bailiff,3.531,1954-03-31,8.1,381
195,11659,it,The Best of Youth,3.786,2003-06-22,8.101,548
196,24382,it,Big Deal on Madonna Street,3.531,1958-07-26,8.097,713
197,762975,en,Purple Hearts,3.569,2022-07-29,8.099,2627
198,698687,en,Transformers One,4.341,2024-09-11,8.098,1143
199,146233,en,Prisoners,4.187,2013-09-19,8.099,12027
200,655,en,"Paris, Texas",3.54,1984-07-16,8.1,1930
201,10681,en,WALL·E,4.885,2008-06-22,8.096,19050
202,149871,ja,The Tale of The Princess Kaguya,4.073,2013-11-23,8.095,1810
203,239,en,Some Like It Hot,3.866,1959-03-19,8.095,3540
204,103663,da,The Hunt,3.798,2012-06-13,8.094,4291
205,46738,fr,Incendies,4.035,2010-09-17,8.094,2841
206,38,en,Eternal Sunshine of the Spotless Mind,5.216,2004-03-19,8.093,15269
207,11878,ja,Yojimbo,3.543,1961-04-25,8.1,1495
208,406,fr,La Haine,3.949,1995-05-31,8.089,4142
209,12445,en,Harry Potter and the Deathly Hallows: Part 2,4.954,2011-07-12,8.088,20872
210,705,en,All About Eve,3.531,1950-11-09,8.1,1557
211,2457,fr,Children of Paradise,3.531,1945-03-15,8.1,419
212,755812,fr,"Miraculous World: New York, United HeroeZ",3.543,2020-09-25,8.1,1104
213,387,de,Das Boot,3.537,1981-09-17,8.1,2262
214,831827,en,Far from the Tree,3.548,2021-11-24,8.08,377
215,663558,zh,New Gods: Nezha Reborn,3.548,2021-02-06,8.078,449
216,518068,ko,Along with the Gods: The Last 49 Days,3.542,2018-08-01,8.1,681
217,397567,ko,Along with the Gods: The Two Worlds,4.039,2017-12-20,8.076,1074
218,832,de,M,3.532,1931-05-11,8.076,2226
219,437068,ko,A Taxi Driver,3.538,2017-08-02,8.1,1021
220,7345,en,There Will Be Blood,3.579,2007-12-26,8.072,6755
221,439,it,La Dolce Vita,3.783,1960-02-05,8.072,1891
222,872585,en,Oppenheimer,5.609,2023-07-19,8.1,9922
223,8392,ja,My Neighbor Totoro,4.68,1988-04-16,8.1,8137
224,992,en,Sherlock Jr.,3.531,1924-04-17,8.1,1020
225,532067,ja,KONOSUBA – God's blessing on this wonderful world! Legend of Crimson,3.539,2019-08-30,8.1,555
226,359940,en,"Three Billboards Outside Ebbing, Missouri",3.892,2017-12-01,8.069,10228
227,4348,en,Pride & Prejudice,3.749,2005-09-16,8.069,8151
228,548,ja,Rashomon,3.787,1950-08-26,8.069,2274
229,21634,en,Prayers for Bobby,3.543,2009-01-24,8.068,586
230,555604,en,Guillermo del Toro's Pinocchio,4.07,2022-11-09,8.067,3005
231,550776,en,Believe Me: The Abduction of Lisa McVey,3.545,2018-09-30,8.1,632
232,42229,it,A Special Day,3.53,1977-08-11,8.1,671
233,62,en,2001: A Space Odyssey,5.336,1968-04-02,8.065,11721
234,1091,en,The Thing,3.859,1982-06-25,8.064,7171
235,522518,en,A Dog's Journey,3.539,2019-05-03,8.1,1537
236,11423,ko,Memories of Murder,4.134,2003-04-25,8.06,3936
237,11645,ja,Ran,4.106,1985-06-01,8.058,1588
238,381284,en,Hidden Figures,4.39,2016-12-10,8.055,9847
239,334543,en,Lion,4.41,2016-11-24,8.049,6650
240,800,es,The Young and the Damned,3.531,1950-12-09,8.0,491
241,640344,it,Me Against You: Mr. S's Vendetta,3.54,2020-01-17,8.0,468
242,7347,pt,Elite Squad,3.543,2007-10-12,8.0,2463
243,1955,en,The Elephant Man,3.791,1980-10-09,8.045,3583
244,400608,en,Bo Burnham: Make Happy,3.535,2016-06-03,8.044,387
245,785534,tr,Paper Lives,3.544,2021-03-12,8.0,382
246,31439,zh,To Live,3.53,1994-05-18,8.0,323
247,120467,en,The Grand Budapest Hotel,5.049,2014-02-26,8.042,15019
248,472454,tr,Ayla: The Daughter of War,3.537,2017-10-27,8.0,367
249,310569,pt,The Second Mother,3.534,2015-06-04,8.041,735
250,821,en,Judgment at Nuremberg,3.568,1961-12-18,8.038,813
251,26022,hi,My Name Is Khan,3.533,2010-02-10,8.0,1339
252,1084736,fr,The Count of Monte Cristo,4.281,2024-06-28,8.036,1489
253,582,de,The Lives of Others,3.787,2006-03-23,8.0,3744
254,279,en,Amadeus,4.537,1984-09-19,8.033,4315
255,538362,it,On My Skin,3.538,2018-09-12,8.0,1859
256,106646,en,The Wolf of Wall Street,5.507,2013-12-25,8.03,24392
257,9277,en,The Sting,3.612,1973-12-25,8.029,2660
258,147,fr,The 400 Blows,3.787,1959-06-03,8.0,2170
259,204,fr,The Wages of Fear,3.574,1953-04-22,8.0,971
260,823754,en,Bo Burnham: Inside,4.046,2021-07-22,8.021,517
261,8422,it,Rocco and His Brothers,3.531,1960-10-07,8.023,605
262,638507,en,How to Train Your Dragon: Homecoming,3.55,2019-12-03,8.0,988
263,521,en,Dial M for Murder,3.531,1954-05-29,8.0,2638
264,610461,es,"Veinteañera, divorciada y fantástica",3.54,2020-02-14,8.018,388
265,347688,en,Scooby-Doo! and Kiss: Rock and Roll Mystery,3.534,2015-07-09,8.0,326
266,43949,en,Flipped,3.869,2010-08-06,8.017,3069
267,1244492,ja,Look Back,3.953,2024-06-28,8.0,306
268,400928,en,Gifted,5.088,2017-04-07,8.013,5611
269,938,it,For a Few Dollars More,3.878,1965-12-18,8.0,4063
270,641,en,Requiem for a Dream,2.269,2000-10-06,8.0,10147
271,515001,en,Jojo Rabbit,4.344,2019-10-18,8.012,9706
272,55960,it,"Toto, Peppino, and the Hussy",3.536,1956-08-23,8.013,353
273,307,it,"Rome, Open City",3.531,1945-10-08,8.0,892
274,962232,pt,Beyond the Universe,3.556,2022-10-27,8.0,325
275,673,en,Harry Potter and the Prisoner of Azkaban,5.0,2004-05-31,8.011,21954
276,110416,en,Song of the Sea,4.041,2014-06-23,8.012,1445
277,28178,en,Hachi: A Dog's Tale,3.633,2009-06-08,8.01,6784
278,838240,es,Robot Dreams,3.588,2023-12-06,8.0,634
279,264644,en,Room,4.54,2015-10-16,8.008,9275
280,20530,ja,Late Spring,3.531,1949-09-13,8.0,429
281,14,en,American Beauty,4.964,1999-09-15,8.006,12236
282,3175,en,Barry Lyndon,3.574,1975-12-18,8.006,2878
283,906126,es,Society of the Snow,4.093,2023-12-15,8.003,3090
284,359724,en,Ford v Ferrari,4.597,2019-11-13,8.0,8187
285,568160,ja,Weathering with You,4.042,2019-06-19,8.002,2359
286,11658,ko,Tae Guk Gi: The Brotherhood of War,3.537,2004-02-05,8.0,699
287,1000492,fr,All Your Faces,4.105,2023-03-29,8.0,591
288,414419,en,Kill Bill: The Whole Bloody Affair,3.544,2011-03-27,8.0,1035
289,526702,en,Black Beauty,3.548,2020-11-27,8.0,339
290,15,en,Citizen Kane,4.1,1941-04-17,8.0,5618
291,20453,hi,3 Idiots,3.789,2009-12-23,7.998,2442
292,678512,en,Sound of Freedom,3.574,2023-07-03,7.998,2499
293,449176,en,"Love, Simon",3.58,2018-02-16,8.0,6074
294,337404,en,Cruella,5.151,2021-05-26,7.996,9493
295,205596,en,The Imitation Game,7.142,2014-11-14,7.995,17211
296,339877,en,Loving Vincent,3.787,2017-06-22,7.995,2474
297,140420,en,Paperman,3.785,2012-11-02,7.995,1731
298,947,en,Lawrence of Arabia,3.576,1962-12-11,8.0,3082
299,524,en,Casino,4.132,1995-11-22,7.995,5972
300,678580,es,El mesero,3.546,2021-07-15,7.994,351
301,11778,en,The Deer Hunter,3.539,1978-12-08,8.0,3879
302,25376,es,The Secret in Their Eyes,3.827,2009-08-13,8.0,2590
303,780,fr,The Passion of Joan of Arc,3.536,1928-04-21,7.991,967
304,455661,en,In a Heartbeat,3.537,2017-06-01,7.986,997
305,595,en,To Kill a Mockingbird,3.583,1962-12-20,7.99,2647
306,930094,en,"Red, White & Royal Blue",3.895,2023-07-27,7.987,1340
307,530915,en,1917,4.382,2019-12-25,8.0,12629
308,13223,en,Gran Torino,4.416,2008-12-12,8.0,10839
309,429210,pt,Bingo: The King of the Mornings,3.537,2017-08-24,7.986,394
310,7508,hi,Like Stars on Earth,3.532,2007-12-21,7.986,1188
311,28422,ja,Love Exposure,3.532,2009-01-31,8.0,454
312,19426,it,Nights of Cabiria,3.531,1957-10-03,8.0,778
313,12761,sv,Autumn Sonata,3.53,1978-10-08,8.0,623
314,213,en,North by Northwest,3.537,1959-07-08,8.0,4163
315,962,en,The Gold Rush,3.531,1925-07-13,8.0,1637
316,424694,en,Bohemian Rhapsody,4.627,2018-10-24,8.0,17026
317,640,en,Catch Me If You Can,5.046,2002-12-16,8.0,15922
318,1000837,pt,I'm Still Here,6.419,2024-09-19,8.0,458
319,14696,ja,Ugetsu,3.531,1953-03-26,8.0,583
320,895,ru,Andrei Rublev,3.531,1966-12-16,8.0,842
321,574074,en,Kitbull,3.788,2019-01-18,7.973,372
322,10515,ja,Castle in the Sky,4.447,1986-08-02,8.0,4292
323,1396,ru,Mirror,3.532,1975-03-07,7.97,972
324,24,en,Kill Bill: Vol. 1,4.806,2003-10-10,8.0,17689
325,41050,it,La Notte,3.781,1961-01-24,7.966,684
326,11104,cn,Chungking Express,3.831,1994-07-14,7.968,1883
327,2517,ja,Nobody Knows,3.818,2004-08-07,7.968,543
328,1059,ja,The Hidden Fortress,3.537,1958-12-28,8.0,633
329,862,en,Toy Story,4.184,1995-11-22,7.968,18674
330,76,en,Before Sunrise,3.862,1995-01-27,7.968,4233
331,51822,es,Love Hurts,3.531,2002-11-08,8.0,322
332,38286,it,Three Men and a Leg,3.537,1997-12-27,8.0,2087
333,19542,en,The Red Shoes,3.531,1948-09-06,8.0,675
334,1050035,ja,Monster,3.82,2023-06-02,8.0,639
335,627,en,Trainspotting,4.666,1996-02-23,7.962,9773
336,18438,ko,Castaway on the Moon,3.782,2009-05-14,7.961,682
337,12104,en,Pink Floyd: The Wall,4.324,1982-07-14,7.96,1510
338,14160,en,Up,4.392,2009-05-28,7.957,20492
339,626332,en,Flamin' Hot,3.56,2023-03-11,8.0,695
340,315465,ja,The Boy and the Beast,4.534,2015-07-11,7.954,1497
341,160885,it,Tel chi el telùn,3.531,1999-05-12,8.0,324
342,70,en,Million Dollar Baby,4.681,2004-12-15,7.954,9734
343,237791,pt,The Way He Looks,3.534,2014-04-10,8.0,943
344,158445,ko,Miracle in Cell No. 7,3.534,2013-01-23,8.0,446
345,3090,en,The Treasure of the Sierra Madre,3.531,1948-01-15,8.0,1223
346,745,en,The Sixth Sense,4.379,1999-08-06,7.952,11915
347,37797,ja,Whisper of the Heart,4.804,1995-07-15,7.9,2046
348,679,en,Aliens,4.144,1986-07-18,8.0,9981
349,329,en,Jurassic Park,2.149,1993-06-11,7.951,16584
350,81,ja,Nausicaä of the Valley of the Wind,4.332,1984-03-11,7.9,3671
351,447365,en,Guardians of the Galaxy Vol. 3,4.702,2023-05-03,7.949,7187
352,961,en,The General,3.531,1926-12-25,8.0,1276
353,634649,en,Spider-Man: No Way Home,4.556,2021-12-15,7.948,20580
354,10386,en,The Iron Giant,4.297,1999-08-06,7.948,5697
355,28978,en,The Circus,3.531,1928-01-06,7.9,811
356,9764,ru,Dersu Uzala,3.53,1975-08-02,7.9,555
357,20803,ru,Ivan Vasilyevich Changes His Profession,3.53,1973-09-17,7.9,358
358,6977,en,No Country for Old Men,4.504,2007-06-13,7.945,12241
359,5925,en,The Great Escape,3.538,1963-07-03,7.9,2595
360,15244,fr,A Man Escaped,3.532,1956-11-11,7.9,549
361,6715,en,The Cure,3.567,1995-04-21,7.944,313
362,149,ja,Akira,4.547,1988-06-10,7.9,4329
363,1580,en,Rope,3.532,1948-03-11,7.942,2766
364,197,en,Braveheart,4.605,1995-05-24,7.9,10311
365,11712,ja,Sanjuro,3.536,1962-01-01,7.9,627
366,10997,zh,Farewell My Concubine,3.78,1993-01-01,7.9,594
367,916224,ja,Suzume,3.815,2022-11-11,7.939,1418
368,78,en,Blade Runner,4.695,1982-06-25,7.939,13986
369,242828,ja,When Marnie Was There,4.08,2014-07-19,7.938,1822
370,48035,da,Ordet,3.532,1955-01-09,7.9,371
371,488623,ko,Forgotten,3.54,2017-11-29,7.936,1146
372,76203,en,12 Years a Slave,4.145,2013-10-18,7.936,11380
373,30017,fa,Close-Up,3.53,1990-05-09,7.936,390
374,10404,zh,Raise the Red Lantern,3.53,1991-12-18,7.9,724
375,489412,en,It's Such a Beautiful Day,3.533,2012-08-24,7.9,331
376,29264,es,The Exterminating Angel,3.531,1962-05-16,7.9,677
377,770,en,Gone with the Wind,4.074,1939-12-15,7.932,4089
378,615457,en,Nobody,3.558,2021-03-18,7.932,7254
379,776503,en,CODA,3.622,2021-08-13,7.9,2304
380,1578,en,Raging Bull,3.587,1980-11-14,7.9,4383
381,296096,en,Me Before You,4.711,2016-06-01,7.926,12557
382,9323,ja,Ghost in the Shell,3.877,1995-11-18,7.926,3476
383,38360,ru,The Cranes Are Flying,3.532,1957-10-12,7.925,392
384,10238,sv,Cries and Whispers,3.53,1972-12-21,7.9,705
385,152532,en,Dallas Buyers Club,3.616,2013-11-01,7.924,8558
386,11010,it,The Postman,3.535,1994-04-07,7.924,1149
387,5801,bn,Pather Panchali,3.531,1955-08-26,7.9,433
388,1646,en,Freedom Writers,3.544,2007-01-05,7.9,2250
389,426618,en,Where Hands Touch,3.575,2018-09-14,7.922,518
390,49964,fa,Where Is The Friend's House?,3.53,1987-07-01,7.9,370
391,8290,fr,Don't Look Now... We're Being Shot At!,3.536,1966-12-08,7.9,1364
392,142061,en,"Batman: The Dark Knight Returns, Part 2",3.545,2013-01-03,7.921,1504
393,85,en,Raiders of the Lost Ark,5.924,1981-06-12,7.921,12726
394,554596,es,"No manches, Frida 2: paraíso destruido",3.554,2019-03-15,7.92,890
395,3777,ja,Throne of Blood,3.537,1957-01-15,7.9,884
396,949,en,Heat,4.134,1995-12-15,7.918,7476
397,33,en,Unforgiven,3.801,1992-08-07,7.9,4509
398,122906,en,About Time,4.288,2013-09-04,7.915,8643
399,234,de,The Cabinet of Dr. Caligari,3.568,1920-02-27,7.916,1624
400,194,fr,Amélie,4.673,2001-04-25,7.916,11677
401,28971,en,Limelight,3.531,1952-10-23,7.9,538
402,21334,fa,Children of Heaven,3.535,1997-08-01,7.9,640
403,15383,fr,Army of Shadows,3.531,1969-09-10,7.9,665
404,110,fr,Three Colors: Red,3.862,1994-05-12,7.914,1420
405,740937,fr,Simone: Woman of the Century,3.554,2022-10-12,7.9,352
