,id,original_language,title,popularity,release_date,vote_average,vote_count
1754,7249,en,Futurama: Bender's Big Score,4.032,2007-11-27,7.362,697
1755,1645,en,A Time to Kill,3.781,1996-07-24,7.373,2588
1756,1245,en,The Remains of the Day,3.573,1993-11-05,7.373,1339
1757,140,es,Bad Education,3.543,2004-03-19,7.373,973
1758,376867,en,Moonlight,4.038,2016-10-21,7.372,7112
1759,25866,fr,The Sucker,3.531,1965-03-24,7.4,658
1760,17474,en,The Man in the Moon,3.53,1991-09-30,7.4,313
1761,11644,en,Blow Out,3.782,1981-07-24,7.371,1503
1762,6949,en,"What's Up, Doc?",3.53,1972-03-09,7.4,403
1763,874300,en,South Park: Post COVID: The Return of COVID,3.586,2021-12-16,7.4,424
1764,439584,it,I Can Quit Whenever I Want 3: Ad Honorem,3.542,2017-11-30,7.37,971
1765,408647,en,Teen Titans: The Judas Contract,3.536,2017-03-31,7.37,705
1766,249164,en,If I Stay,3.535,2014-08-21,7.4,4207
1767,615777,en,Babylon,4.439,2022-12-22,7.37,3267
1768,406385,it,I Can Quit Whenever I Want 2: Masterclass,3.791,2017-02-02,7.369,1222
1769,370172,en,No Time to Die,4.168,2021-09-29,7.368,6424
1770,49020,en,Submarine,4.033,2011-03-18,7.364,1476
1771,17681,en,Scooby-Doo! and the Witch's Ghost,3.532,1999-10-05,7.4,442
1772,1923,en,Twin Peaks: Fire Walk with Me,4.337,1992-06-03,7.4,1987
1773,527,en,Once Were Warriors,3.785,1994-09-02,7.4,440
1774,710356,en,2 Hearts,3.542,2020-10-16,7.4,582
1775,37799,en,The Social Network,5.745,2010-10-01,7.368,12305
1776,18988,en,The Lion in Winter,3.536,1968-08-20,7.368,355
1777,11881,en,Miracle on 34th Street,3.787,1947-06-04,7.4,765
1778,9462,cn,The Way of the Dragon,3.531,1972-12-30,7.4,1162
1779,1427,en,Perfume: The Story of a Murderer,3.568,2006-09-13,7.367,4637
1780,508763,en,A Dog's Way Home,3.538,2019-01-10,7.4,1118
1781,458131,en,The Best of Enemies,3.789,2019-04-05,7.372,435
1782,100271,ja,A Letter to Momo,3.783,2012-04-21,7.4,369
1783,8356,en,An Affair to Remember,3.781,1957-07-11,7.371,470
1784,157354,en,Fruitvale Station,3.539,2013-07-26,7.4,1305
1785,831405,en,Injustice,3.547,2021-10-09,7.4,781
1786,433247,en,First They Killed My Father,3.785,2017-02-18,7.4,673
1787,121986,en,Frances Ha,3.783,2013-05-17,7.4,1655
1788,81188,en,Rise of the Guardians,4.364,2012-11-21,7.4,6783
1789,80278,en,The Impossible,3.871,2012-09-09,7.364,6346
1790,64682,en,The Great Gatsby,4.878,2013-05-09,7.365,12358
1791,19100,fr,Those Happy Days,3.825,2006-06-28,7.364,1041
1792,16320,en,Serenity,4.537,2005-09-25,7.364,3573
1793,58,en,Pirates of the Caribbean: Dead Man's Chest,4.696,2006-07-06,7.364,16210
1794,1100099,en,We Live in Time,4.825,2024-10-10,7.4,711
1795,595975,fr,La Belle Époque,3.54,2019-11-06,7.4,1014
1796,307081,en,Southpaw,6.832,2015-03-24,7.363,5502
1797,4133,en,Blow,4.868,2001-04-04,7.36,4337
1798,756,en,Fantasia,4.108,1940-11-13,7.361,3096
1799,425,en,Ice Age,4.399,2002-03-10,7.361,13471
1800,14283,fr,The Red Violin,3.531,1998-11-13,7.361,420
1801,570661,de,The Collini Case,3.539,2019-04-18,7.4,399
1802,377263,fr,Frantz,3.535,2016-09-07,7.4,700
1803,293670,ko,The Wailing,3.536,2016-05-12,7.4,1787
1804,24182,it,"Dearest Relatives, Poisonous Relations",3.535,1992-03-26,7.4,329
1805,3110,en,Shane,3.531,1953-04-23,7.4,616
1806,258893,en,Scooby-Doo! WrestleMania Mystery,3.534,2014-03-11,7.4,320
1807,1116,en,The Wind That Shakes the Barley,3.537,2006-06-23,7.4,816
1808,116,en,Match Point,3.576,2005-10-26,7.358,4112
1809,12311,en,Mutiny on the Bounty,3.531,1935-11-22,7.4,339
1810,11710,de,The Enigma of Kaspar Hauser,3.53,1974-11-01,7.4,330
1811,2252,en,Eastern Promises,3.839,2007-09-14,7.4,3411
1812,649,fr,Belle de Jour,3.532,1967-05-24,7.4,911
1813,184,en,Jackie Brown,4.17,1997-12-25,7.358,6446
1814,49051,en,The Hobbit: An Unexpected Journey,5.132,2012-12-12,7.357,18642
1815,9090,en,"To Wong Foo, Thanks for Everything! Julie Newmar",3.53,1995-09-07,7.4,676
1816,3089,en,Red River,3.531,1948-08-26,7.4,536
1817,985,en,Eraserhead,3.57,1977-09-28,7.357,2491
1818,829280,en,Enola Holmes 2,3.596,2022-11-30,7.356,1494
1819,1151534,es,Nowhere,3.618,2023-09-29,7.355,1414
1820,387426,en,Okja,4.294,2017-06-28,7.354,4301
1821,318846,en,The Big Short,4.834,2015-12-11,7.356,9146
1822,4147,en,Road to Perdition,3.538,2002-07-12,7.4,3689
1823,2291,en,Jacob's Ladder,3.781,1990-11-02,7.355,1689
1824,740441,ko,Unlocked,3.559,2023-02-17,7.354,332
1825,425909,en,Ghostbusters: Afterlife,4.552,2021-11-18,7.353,4733
1826,37211,en,Scooby-Doo! and the Reluctant Werewolf,3.53,1988-11-13,7.4,318
1827,11206,en,Wait Until Dark,3.781,1967-10-26,7.359,542
1828,2757,en,Adaptation.,4.074,2002-12-06,7.354,2533
1829,488,en,The African Queen,4.281,1952-01-07,7.351,972
1830,457,de,Sissi,3.531,1955-12-22,7.354,480
1831,245913,en,Pelé: Birth of a Legend,3.786,2016-05-06,7.353,1087
1832,7862,de,The Counterfeiters,3.537,2007-03-22,7.353,624
1833,2756,en,The Abyss,3.57,1989-08-09,7.4,3067
1834,843847,en,Jerry & Marge Go Large,3.556,2022-10-20,7.4,366
1835,459151,en,The Boss Baby: Family Business,3.55,2021-07-01,7.352,2553
1836,12716,fr,My Father's Glory,3.53,1990-08-29,7.4,304
1837,6644,en,El Dorado,3.531,1966-12-17,7.4,538
1838,3766,en,The Lady from Shanghai,3.531,1947-12-24,7.4,667
1839,489930,en,Blindspotting,3.538,2018-07-20,7.4,670
1840,399404,en,Darkest Hour,4.538,2017-11-22,7.352,5156
1841,205220,en,Philomena,3.539,2013-11-01,7.351,1619
1842,10144,en,The Little Mermaid,4.085,1989-11-17,7.35,7983
1843,1554,en,Down by Law,3.53,1986-09-20,7.4,757
1844,508947,en,Turning Red,4.064,2022-03-10,7.35,5347
1845,22164,en,Blood and Bone,3.539,2009-02-07,7.35,790
1846,13321,en,Lifeboat,3.531,1944-01-28,7.3,442
1847,297,en,Meet Joe Black,4.13,1998-11-12,7.349,5300
1848,1083862,ja,Resident Evil: Death Island,3.566,2023-06-22,7.3,1011
1849,755339,pt,Just Another Christmas,3.543,2020-12-03,7.349,421
1850,544401,en,Cherry,3.561,2021-02-26,7.3,1292
1851,417320,en,Descendants 2,3.537,2017-07-21,7.3,1679
1852,14534,en,Rudy,3.53,1993-09-17,7.3,681
1853,840,en,Close Encounters of the Third Kind,3.825,1977-12-14,7.349,4287
1854,818750,en,The In Between,3.806,2022-02-11,7.348,762
1855,302528,en,Remember,3.784,2015-10-23,7.348,715
1856,11589,en,Kelly's Heroes,3.535,1970-06-22,7.348,738
1857,2798,fr,Oscar,3.531,1967-10-11,7.3,494
1858,658,en,Goldfinger,4.082,1964-09-20,7.3,3620
1859,624479,en,Superman II: The Richard Donner Cut,3.532,2006-11-02,7.3,330
1860,77016,en,End of Watch,3.834,2012-09-20,7.347,3305
1861,180,en,Minority Report,4.839,2002-06-20,7.346,8869
1862,801112,it,Kidnapped,3.564,2023-05-25,7.3,324
1863,140823,en,Saving Mr. Banks,3.534,2013-11-29,7.3,3324
1864,9504,en,Glengarry Glen Ross,3.78,1992-09-10,7.3,1417
1865,594,en,The Terminal,4.626,2004-06-17,7.345,8030
1866,212167,ja,Patema Inverted,3.783,2013-11-09,7.345,416
1867,38528,it,Horse Fever,3.53,1976-10-29,7.345,364
1868,27275,tr,G.O.R.A.,3.569,2004-11-12,7.345,332
1869,21484,fr,Possession,3.537,1981-05-27,7.3,1140
1870,17529,en,True Grit,3.531,1969-06-11,7.3,788
1871,16307,en,The Wicker Man,3.531,1973-12-06,7.3,1447
1872,14638,en,The Killers,3.531,1946-08-30,7.3,386
1873,7452,en,"The Cook, the Thief, His Wife & Her Lover",3.573,1989-10-13,7.3,639
1874,49361,it,Don't Torture a Duckling,3.53,1972-09-29,7.3,375
1875,37775,it,"Bianco, rosso e Verdone",3.53,1981-02-20,7.344,715
1876,11901,en,High Plains Drifter,3.532,1973-04-19,7.3,1180
1877,10647,en,Pay It Forward,3.782,2000-10-20,7.344,1841
1878,451048,en,Jungle Cruise,4.338,2021-07-28,7.343,5779
1879,381288,en,Split,4.151,2017-01-19,7.343,17537
1880,260,en,The 39 Steps,3.531,1935-06-06,7.3,964
1881,82690,en,Wreck-It Ralph,4.33,2012-11-01,7.342,12434
1882,57361,ko,The Yellow Sea,3.532,2010-12-22,7.3,512
1883,12776,it,Johnny Stecchino,3.53,1991-10-24,7.342,1026
1884,621013,en,Chemical Hearts,3.543,2020-08-21,7.3,1117
1885,297270,en,Tinker Bell and the Legend of the NeverBeast,3.538,2014-12-12,7.3,1115
1886,72478,pl,Suicide Room,3.532,2011-03-04,7.3,461
1887,672208,fa,A Hero,3.548,2021-12-15,7.34,334
1888,493529,en,Dungeons & Dragons: Honor Among Thieves,4.126,2023-03-23,7.34,3864
1889,433498,en,Papillon,3.58,2017-09-07,7.34,1961
1890,289222,en,The Zookeeper's Wife,3.536,2017-03-24,7.3,1505
1891,64847,ja,Belladonna of Sadness,3.53,1973-06-30,7.3,319
1892,964980,en,Air,4.141,2023-04-05,7.338,2009
1893,663260,fr,Black Box,3.803,2021-09-08,7.3,1274
1894,560057,en,The Sea Beast,3.554,2022-06-24,7.339,1512
1895,169881,en,The Physician,3.533,2013-12-25,7.339,1083
1896,118406,ja,Road to Ninja: Naruto the Movie,3.786,2012-07-28,7.339,1191
1897,66125,en,Red Dog,3.783,2011-08-04,7.34,401
1898,704,en,A Hard Day's Night,3.531,1964-07-07,7.3,688
1899,615643,en,Minari,3.545,2021-02-12,7.338,1646
1900,33701,fr,French Fried Vacation 2,3.824,1979-11-22,7.338,1215
1901,9065,de,Europa,3.53,1991-06-27,7.3,325
1902,759,en,Gentlemen Prefer Blondes,3.568,1953-07-14,7.3,978
1903,705996,ko,Decision to Leave,3.628,2022-06-29,7.337,1258
1904,587792,en,Palm Springs,4.799,2020-07-10,7.336,3218
1905,28055,it,Blood and Black Lace,3.531,1964-04-10,7.3,421
1906,13183,en,Watchmen,4.421,2009-03-04,7.337,9351
1907,866398,en,The Beekeeper,3.929,2024-01-08,7.336,3403
1908,407449,en,Lucky,3.793,2017-09-29,7.3,581
1909,75656,en,Now You See Me,5.18,2013-05-29,7.336,15674
1910,15764,en,Sophie's Choice,4.03,1982-12-08,7.339,862
1911,2056,en,The Station Agent,3.826,2003-12-05,7.336,688
1912,522369,en,Sorry We Missed You,3.54,2019-10-04,7.335,753
1913,1052,en,Blow-Up,3.531,1966-12-18,7.3,1259
1914,15003,th,Chocolate,3.532,2008-02-06,7.3,507
1915,342737,en,20th Century Women,3.535,2016-12-28,7.3,1146
1916,10549,en,Hamlet,3.53,1996-12-25,7.333,480
1917,5548,en,RoboCop,4.332,1987-07-17,7.332,5222
1918,429174,ru,Loveless,3.537,2017-06-01,7.3,754
1919,416477,en,The Big Sick,4.036,2017-03-30,7.329,2456
1920,324552,en,John Wick: Chapter 2,4.617,2017-02-08,7.331,13288
1921,315635,en,Spider-Man: Homecoming,4.369,2017-07-05,7.331,22040
1922,36208,en,A Dog's Life,3.536,1918-04-14,7.332,327
1923,874,en,A Man for All Seasons,3.531,1966-12-13,7.3,443
1924,377,en,A Nightmare on Elm Street,3.572,1984-11-09,7.3,5245
1925,61791,en,Rise of the Planet of the Apes,5.454,2011-08-03,7.331,12062
1926,9589,de,Christiane F.,3.53,1981-04-02,7.3,1341
1927,615666,en,A Boy Called Christmas,3.548,2021-11-24,7.33,752
1928,191714,hi,The Lunchbox,3.783,2013-09-20,7.33,722
1929,132363,en,The Butler,3.871,2013-08-16,7.33,2889
1930,119450,en,Dawn of the Planet of the Apes,5.988,2014-07-08,7.3,11581
1931,890980,es,God's Crooked Lines,3.556,2022-10-06,7.329,697
1932,21348,fr,Kirikou and the Sorceress,3.531,1998-12-09,7.3,1103
1933,13688,cn,CJ7,3.532,2008-01-30,7.3,722
1934,10975,cn,Operation Condor,3.53,1991-02-07,7.3,563
1935,239877,it,The Mafia Kills Only in Summer,3.533,2013-11-28,7.328,1110
1936,2841,fr,A Very Long Engagement,4.08,2004-10-27,7.328,1224
1937,2134,en,The Time Machine,3.782,1960-05-25,7.328,838
1938,228,de,The Blue Angel,3.536,1930-04-01,7.3,316
1939,88,en,Dirty Dancing,4.331,1987-08-21,7.3,6187
1940,504608,en,Rocketman,4.547,2019-05-17,7.326,4711
1941,34647,en,Enter the Void,3.819,2009-06-17,7.3,1816
1942,15392,en,Crossroads,3.53,1986-03-14,7.3,437
1943,31522,fr,A Woman Is a Woman,3.531,1961-09-06,7.3,374
1944,1830,en,Lord of War,4.339,2005-09-16,7.326,4877
1945,802,en,Lolita,3.544,1962-06-13,7.3,2095
1946,15255,en,Undisputed II: Last Man Standing,3.544,2006-04-11,7.3,827
1947,13008,en,An American Crime,3.532,2007-07-27,7.3,708
1948,470,en,21 Grams,3.549,2003-09-06,7.3,3160
1949,506528,en,Harriet,3.542,2019-11-01,7.3,810
1950,122917,en,The Hobbit: The Battle of the Five Armies,7.8,2014-12-10,7.3,14480
1951,11673,fr,Cyrano de Bergerac,3.53,1990-03-28,7.324,770
1952,442065,en,The Last Full Measure,3.54,2020-01-23,7.3,451
1953,90369,en,Now Is Good,3.533,2012-09-19,7.3,1082
1954,82695,en,Les Misérables,4.077,2012-12-18,7.323,5319
1955,9560,en,A Walk in the Clouds,3.536,1995-05-27,7.323,1036
1956,7979,en,The Kite Runner,4.645,2007-12-14,7.324,1165
1957,360365,es,Tini: The New Life of Violetta,3.535,2016-05-04,7.3,387
1958,250538,en,The Good Lie,3.534,2014-09-10,7.3,493
1959,242643,en,Batman: Assault on Arkham,3.534,2014-08-12,7.3,1130
1960,54138,en,Star Trek Into Darkness,4.324,2013-05-05,7.322,9183
1961,43316,en,All That Heaven Allows,3.531,1955-12-25,7.3,307
1962,18785,en,The Hangover,4.987,2009-06-02,7.321,17105
1963,12140,ja,Ghost in the Shell 2: Innocence,3.531,2004-03-06,7.3,873
1964,11101,de,Stalingrad,3.541,1993-01-20,7.3,563
1965,2666,en,Dark City,4.327,1998-02-27,7.322,2868
1966,205587,en,The Judge,5.787,2014-10-08,7.3,4137
1967,112198,fr,What's in a Name,3.828,2012-04-25,7.321,1709
1968,2502,en,The Bourne Supremacy,4.91,2004-07-23,7.321,7610
1969,134,en,"O Brother, Where Art Thou?",4.619,2000-08-30,7.32,4218
1970,912598,ja,Bubble,3.798,2022-02-14,7.32,427
1971,332270,ru,Battle for Sevastopol,3.534,2015-04-02,7.3,464
1972,47735,sv,Summer with Monika,3.531,1953-02-09,7.3,356
1973,14447,en,A Matter of Loaf and Death,4.038,2008-12-25,7.3,539
1974,3131,en,Gangs of New York,4.377,2002-12-14,7.319,6717
1975,866,en,Finding Neverland,3.819,2004-10-17,7.32,3579
1976,634544,en,Uncle Frank,3.543,2020-11-25,7.313,410
1977,603661,en,The Hating Game,3.549,2021-12-09,7.3,1082
1978,44018,fr,Vagabond,3.53,1985-12-04,7.3,317
1979,26900,tr,The Bandit,3.53,1996-11-29,7.319,323
1980,9385,fr,The Twelve Tasks of Asterix,4.031,1976-06-26,7.318,1253
1981,1429,en,25th Hour,3.532,2002-12-19,7.3,2385
1982,583406,en,Judas and the Black Messiah,3.544,2021-02-12,7.3,1556
1983,16234,en,Batman Beyond: Return of the Joker,3.531,2000-12-12,7.3,1123
1984,965,en,The Magnificent Ambersons,3.531,1942-07-10,7.3,432
1985,926393,en,The Equalizer 3,3.88,2023-08-30,7.318,3181
1986,545609,en,Extraction,3.551,2020-04-23,7.3,6161
1987,259316,en,Fantastic Beasts and Where to Find Them,5.454,2016-11-16,7.3,18947
1988,14645,fr,Santa Claus Is a Stinker,3.824,1982-08-25,7.317,998
1989,7340,en,Carrie,3.784,1976-11-03,7.3,3925
1990,255,fr,Stolen Kisses,3.531,1968-09-04,7.3,429
1991,25793,en,Precious,3.532,2009-11-06,7.3,1646
1992,7445,en,Brothers,4.039,2009-12-02,7.315,3654
1993,668461,en,Slumberland,3.555,2022-11-18,7.3,849
1994,167073,en,Brooklyn,3.578,2015-10-20,7.315,3108
1995,13635,fr,Mesrine: Killer Instinct,3.538,2008-10-22,7.3,936
1996,4543,en,Monty Python's The Meaning of Life,4.567,1983-03-31,7.313,1927
1997,400617,en,Phantom Thread,4.037,2017-12-25,7.3,3514
1998,1056360,en,American Fiction,3.884,2023-11-10,7.312,1081
1999,931102,zh,Ride On,3.561,2023-04-07,7.3,359
2000,535356,es,Elisa & Marcela,3.539,2019-05-24,7.3,383
2001,508642,ko,Gonjiam: Haunted Asylum,3.539,2018-03-28,7.3,740
2002,18311,cn,Days of Being Wild,3.535,1990-12-15,7.3,495
2003,486947,da,The Guilty,3.543,2018-02-22,7.3,1702
2004,25623,ja,House,3.53,1977-08-26,7.3,675
2005,687,en,Dead Man Walking,3.573,1995-12-29,7.3,1370
2006,23550,it,His Secret Life,3.542,2001-03-16,7.311,567
2007,15384,zh,Red Cliff II,3.532,2009-01-07,7.3,450
2008,11502,pl,Knife in the Water,3.531,1962-03-09,7.3,433
2009,9539,fr,Martyrs,3.533,2008-06-12,7.3,2751
2010,4816,en,Ghost Dog: The Way of the Samurai,3.536,1999-10-06,7.311,1245
2011,959604,fr,Beating Hearts,4.527,2024-10-16,7.31,637
2012,10911,en,The Guns of Navarone,3.531,1961-04-27,7.3,795
2013,10312,en,Patch Adams,3.792,1998-12-25,7.31,3238
2014,10234,de,Funny Games,3.532,1997-08-23,7.31,1860
2015,801,en,"Good Morning, Vietnam",4.031,1987-12-23,7.3,2782
2016,440596,en,Kiss and Cry,3.535,2017-02-10,7.3,409
2017,1265,en,Bridge to Terabithia,4.082,2007-02-15,7.3,4873
2018,454626,en,Sonic the Hedgehog,5.123,2020-02-12,7.3,9823
2019,15601,en,Scooby-Doo! and the Cyber Chase,3.532,2001-10-09,7.3,525
2020,615173,ko,The Witch: Part 2. The Other One,3.571,2022-06-15,7.3,352
2021,604605,ja,Hello World,3.79,2019-09-20,7.307,373
2022,269258,de,Head Full of Honey,3.534,2014-12-25,7.3,353
2023,57212,en,War Horse,3.544,2011-12-25,7.3,3439
2024,11305,en,Mystery Train,3.53,1989-09-06,7.307,449
2025,861,en,Total Recall,4.869,1990-06-01,7.306,5901
2026,837335,it,La Chimera,3.898,2023-10-12,7.3,438
2027,626735,en,Dog,3.837,2022-02-17,7.306,1598
2028,265712,ja,Stand by Me Doraemon,3.535,2014-08-08,7.3,534
2029,4771,en,Gone Baby Gone,3.571,2007-09-18,7.3,3833
2030,396263,ja,GANTZ:O,3.536,2016-10-14,7.3,763
2031,10669,en,Deliverance,3.568,1972-08-18,7.3,1626
2032,901362,en,Trolls Band Together,3.581,2023-10-12,7.3,882
2033,420809,en,Maleficent: Mistress of Evil,4.044,2019-10-16,7.303,6172
2034,65229,fr,Tomboy,3.532,2011-04-20,7.3,695
2035,44264,en,True Grit,3.87,2010-12-22,7.304,5322
2036,557,en,Spider-Man,5.275,2002-05-01,7.304,19410
2037,438148,en,Minions: The Rise of Gru,3.56,2022-06-29,7.3,3686
2038,304357,en,Woman in Gold,3.823,2015-03-20,7.3,1386
2039,21032,en,Balto,3.53,1995-12-22,7.303,2051
2040,12902,en,Scooby-Doo! and the Loch Ness Monster,3.531,2004-05-20,7.3,427
2041,2977,en,Becoming Jane,3.539,2007-03-02,7.3,1182
2042,576845,en,Last Night in Soho,3.885,2021-10-21,7.301,3502
2043,45612,en,Source Code,4.84,2011-03-30,7.301,8455
2044,13932,en,Jack-Jack Attack,3.568,2005-03-15,7.302,940
2045,420814,en,Christopher Robin,4.04,2018-08-01,7.3,2747
2046,46919,cs,Daisies,3.531,1966-12-30,7.3,379
2047,15362,fr,Mesrine: Public Enemy #1,3.533,2008-11-19,7.3,884
2048,11886,en,Robin Hood,4.069,1973-11-08,7.3,4392
2049,892,fr,Delicatessen,4.074,1991-04-17,7.301,1480
2050,80184,es,The Hidden Face,3.533,2011-09-16,7.3,1054
2051,9571,en,Dazed and Confused,3.787,1993-09-24,7.3,2078
2052,6404,de,Nosferatu the Vampyre,3.536,1979-01-17,7.3,967
2053,23566,en,Barbie and the Three Musketeers,3.533,2009-09-15,7.299,684
2054,8337,en,They Live,4.068,1988-11-04,7.299,3113
2055,6619,it,Death in Venice,3.53,1971-03-05,7.3,488
2056,590223,en,Love and Monsters,3.595,2020-10-16,7.3,4089
2057,338766,en,Hell or High Water,3.575,2016-08-11,7.3,4521
2058,318121,en,The Fundamentals of Caring,3.541,2016-06-16,7.297,2187
2059,356296,it,Suburra,3.534,2015-10-14,7.297,1269
2060,49538,en,X-Men: First Class,0.201,2011-06-01,7.296,12873
2061,36728,ja,Naruto Shippuden the Movie: The Will of Fire,3.571,2009-08-01,7.297,474
2062,11537,cn,Snake in the Eagle's Shadow,3.53,1978-03-01,7.3,320
2063,813,en,Airplane!,4.038,1980-07-02,7.296,4585
2064,583689,en,Moxie,3.544,2021-03-03,7.296,803
2065,30061,en,Justice League: Crisis on Two Earths,3.532,2010-02-23,7.3,712
2066,28118,en,The Gruffalo,3.532,2009-12-25,7.3,314
2067,17111,th,Shutter,3.533,2004-09-09,7.3,1245
2068,9502,en,Kung Fu Panda,4.743,2008-06-04,7.296,11805
2069,87,en,Indiana Jones and the Temple of Doom,4.837,1984-05-23,7.296,9424
2070,3,fi,Shadows in Paradise,3.53,1986-10-17,7.3,404
2071,390497,ko,Tunnel,3.536,2016-08-10,7.3,589
2072,58857,ja,13 Assassins,3.532,2010-09-09,7.3,1143
2073,38142,ja,5 Centimeters per Second,4.076,2007-03-03,7.295,1976
2074,922,en,Dead Man,3.785,1995-12-23,7.294,1591
2075,449406,en,Vivo,3.546,2021-07-30,7.294,710
2076,14551,en,Winchester '73,3.531,1950-07-12,7.3,361
2077,3109,en,The Quiet Man,3.531,1952-07-21,7.3,540
2078,3063,en,Duck Soup,4.031,1933-11-12,7.287,786
2079,1491,en,The Illusionist,3.827,2006-08-18,7.294,4959
2080,493922,en,Hereditary,4.802,2018-06-07,7.293,7835
2081,408220,en,Justice League Dark,3.535,2017-01-24,7.3,1066
2082,228194,en,The Hundred-Foot Journey,3.822,2014-08-06,7.293,1449
2083,13446,en,Withnail & I,3.535,1987-06-19,7.3,564
2084,199,en,Star Trek: First Contact,4.031,1996-11-22,7.288,1791
2085,104,de,Run Lola Run,4.068,1998-08-20,7.3,2306
2086,118412,ja,Berserk: The Golden Age Arc II - The Battle for Doldrey,3.534,2012-06-23,7.3,421
2087,39108,ja,Dragon Ball Z: Wrath of the Dragon,3.534,1995-07-15,7.3,730
2088,25673,en,A Place in the Sun,3.531,1951-06-12,7.3,389
2089,19913,en,(500) Days of Summer,4.123,2009-07-17,7.3,10314
2090,93289,fr,Now Where Did the Seventh Company Get to?,3.53,1973-05-24,7.3,357
2091,36040,en,Walkabout,3.567,1971-07-01,7.3,404
2092,21450,en,Naked,3.78,1993-09-14,7.3,581
2093,121642,it,Twice Born,3.533,2012-09-13,7.3,453
2094,11948,ja,"Merry Christmas, Mr. Lawrence",3.53,1983-05-28,7.3,472
2095,10938,en,Beautiful Thing,3.53,1996-06-21,7.3,312
2096,637693,en,Spirit Untamed,3.545,2021-05-20,7.3,523
2097,550231,en,The Secret: Dare to Dream,3.541,2020-04-16,7.3,616
2098,416494,en,Status Update,3.538,2018-02-09,7.3,538
2099,259693,en,The Conjuring 2,3.806,2016-06-08,7.289,8511
2100,258230,en,A Monster Calls,3.8,2016-10-07,7.29,3376
2101,3176,ja,Battle Royale,3.538,2000-12-16,7.289,3471
2102,779,de,Vampyr,3.531,1932-05-06,7.3,536
2103,298582,en,Full Out,3.534,2015-09-11,7.3,339
2104,53457,fr,Sarah's Key,3.532,2010-09-16,7.3,682
2105,40794,it,Loose Cannons,3.537,2010-02-12,7.3,780
2106,558,en,Spider-Man 2,2.173,2004-06-25,7.288,15353
2107,177,en,The Fisher King,3.78,1991-09-20,7.288,1359
2108,754609,en,Mrs. Harris Goes to Paris,3.554,2022-07-15,7.287,439
2109,744857,es,When Evil Lurks,3.618,2023-10-05,7.287,1090
2110,20620,en,Seconds,3.531,1966-10-05,7.3,367
2111,15487,en,The Greatest Game Ever Played,3.537,2005-09-30,7.287,493
2112,11426,en,From Here to Eternity,3.532,1953-08-28,7.287,641
2113,10112,en,The Aristocats,3.573,1970-12-24,7.287,5067
2114,2640,en,Heathers,3.537,1988-10-01,7.3,1730
2115,809,en,Shrek 2,5.448,2004-05-19,7.287,12534
2116,114150,en,Pitch Perfect,4.112,2012-09-28,7.285,6579
2117,889699,fa,Holy Spider,3.553,2022-07-13,7.3,423
2118,610120,en,Anima,3.539,2019-06-27,7.284,443
2119,571468,it,Freaks Out,3.835,2021-10-28,7.286,906
2120,446893,en,Trolls World Tour,3.544,2020-03-11,7.285,2155
2121,53565,en,Steamboat Willie,3.531,1928-05-15,7.3,562
2122,11647,cn,Infernal Affairs II,3.531,2003-10-01,7.285,427
2123,9587,en,Little Women,3.531,1994-12-21,7.3,1246
2124,2759,en,"The Adventures of Priscilla, Queen of the Desert",3.53,1994-05-31,7.3,815
2125,1071806,th,Hunger,3.811,2023-04-04,7.284,423
2126,14554,en,Bad Day at Black Rock,3.531,1955-01-13,7.3,373
2127,941,en,Lethal Weapon,4.869,1987-03-06,7.283,4629
2128,9550,zh,House of Flying Daggers,3.82,2004-05-19,7.283,1654
2129,1433,es,The Devil's Backbone,3.531,2001-04-20,7.3,1235
2130,30497,en,The Texas Chain Saw Massacre,3.569,1974-10-11,7.283,3397
2131,14621,en,Lean On Me,3.53,1989-03-03,7.3,309
2132,11943,en,Jeremiah Johnson,3.567,1972-09-10,7.282,615
2133,432616,fr,Promise at Dawn,3.537,2017-12-20,7.3,490
2134,34653,en,A Single Man,3.782,2009-12-11,7.282,1554
2135,10654,en,Hair,3.53,1979-03-15,7.3,669
2136,60308,en,Moneyball,4.091,2011-09-23,7.28,5253
2137,11963,en,Three Days of the Condor,3.567,1975-09-24,7.3,1186
2138,9837,en,The Prince of Egypt,3.789,1998-12-16,7.281,4014
2139,2270,en,Stardust,4.071,2007-08-10,7.281,4114
2140,1262,en,Stranger Than Fiction,3.781,2006-09-09,7.28,2323
2141,764,en,The Evil Dead,3.857,1981-09-10,7.3,4077
2142,453278,en,The Rider,3.537,2018-03-28,7.3,498
2143,156022,en,The Equalizer,6.305,2014-09-24,7.279,9229
2144,15774,hi,Swades,3.531,2004-12-17,7.3,331
2145,14320,en,Great Expectations,3.531,1946-12-26,7.3,342
2146,11499,en,Frost/Nixon,4.038,2008-10-15,7.3,1193
2147,68734,en,Argo,4.592,2012-10-11,7.278,8371
2148,11663,en,The Commitments,3.53,1991-08-14,7.278,552
2149,9325,en,The Jungle Book,4.074,1967-10-18,7.277,6321
2150,1367,en,Rocky II,4.069,1979-06-15,7.277,4449
2151,36940,it,The First Beautiful Thing,3.543,2010-01-15,7.3,508
2152,21956,en,Scooby-Doo! and the Monster of Mexico,3.531,2003-09-30,7.3,320
2153,17814,en,Assault on Precinct 13,3.823,1976-10-08,7.277,1099
2154,4107,en,Bloody Sunday,3.531,2002-01-16,7.277,316
2155,899112,en,Violent Night,3.558,2022-11-30,7.3,2257
